sub_category,average_rating,discount_pct,selling_price
"Kurtas, Ethnic Sets and Bottoms",4.0,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",0.0,48.0,750.0
"Kurtas, Ethnic Sets and Bottoms",3.8,51.0,825.0
"Kurtas, Ethnic Sets and Bottoms",3.8,36.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.8,50.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.4,52.0,850.0
"Kurtas, Ethnic Sets and Bottoms",4.3,50.0,925.0
"Kurtas, Ethnic Sets and Bottoms",4.5,51.0,950.0
"Kurtas, Ethnic Sets and Bottoms",4.0,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",4.0,52.0,850.0
"Kurtas, Ethnic Sets and Bottoms",3.8,24.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.8,42.0,490.0
"Kurtas, Ethnic Sets and Bottoms",3.8,32.0,850.0
"Kurtas, Ethnic Sets and Bottoms",0.0,55.0,850.0
"Kurtas, Ethnic Sets and Bottoms",3.8,50.0,900.0
"Kurtas, Ethnic Sets and Bottoms",4.0,51.0,880.0
"Kurtas, Ethnic Sets and Bottoms",3.8,57.0,850.0
"Kurtas, Ethnic Sets and Bottoms",3.8,44.0,250.0
"Kurtas, Ethnic Sets and Bottoms",3.8,44.0,250.0
"Kurtas, Ethnic Sets and Bottoms",3.8,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.7,56.0,850.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,490.0
"Kurtas, Ethnic Sets and Bottoms",4.0,52.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.5,51.0,750.0
"Kurtas, Ethnic Sets and Bottoms",4.7,51.0,950.0
"Kurtas, Ethnic Sets and Bottoms",4.5,44.0,249.0
"Kurtas, Ethnic Sets and Bottoms",3.8,56.0,850.0
"Kurtas, Ethnic Sets and Bottoms",4.0,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.8,46.0,350.0
"Kurtas, Ethnic Sets and Bottoms",3.8,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.8,50.0,925.0
"Kurtas, Ethnic Sets and Bottoms",2.3,50.0,900.0
"Kurtas, Ethnic Sets and Bottoms",2.3,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,250.0
"Kurtas, Ethnic Sets and Bottoms",2.3,50.0,900.0
"Kurtas, Ethnic Sets and Bottoms",3.3,54.0,850.0
"Kurtas, Ethnic Sets and Bottoms",3.8,44.0,249.0
"Kurtas, Ethnic Sets and Bottoms",4.0,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",1.7,52.0,850.0
"Kurtas, Ethnic Sets and Bottoms",3.0,44.0,250.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,60.0,396.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,76.0,368.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,69.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.6,77.0,359.0
Fabrics,3.6,72.0,386.0
Fabrics,3.6,73.0,368.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,74.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,74.0,359.0
Fabrics,3.6,77.0,359.0
Fabrics,3.6,74.0,359.0
Fabrics,3.2,74.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,71.0,404.0
Fabrics,3.2,74.0,359.0
Fabrics,3.2,72.0,359.0
Fabrics,3.6,72.0,386.0
Fabrics,3.2,72.0,386.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.6,72.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.6,74.0,359.0
Fabrics,3.2,74.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.6,71.0,399.0
Fabrics,3.6,73.0,377.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,76.0,377.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,71.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,76.0,359.0
Fabrics,3.2,74.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,71.0,399.0
Fabrics,3.2,76.0,359.0
Fabrics,3.6,74.0,359.0
Fabrics,3.2,74.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.6,77.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,76.0,368.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,71.0,399.0
Fabrics,3.6,73.0,377.0
Fabrics,3.6,70.0,386.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,76.0,359.0
Fabrics,3.2,74.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,76.0,368.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,73.0,368.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,73.0,368.0
Fabrics,3.2,76.0,359.0
Fabrics,3.6,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,69.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,76.0,377.0
Fabrics,3.6,74.0,359.0
Fabrics,3.6,73.0,368.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,74.0,359.0
Fabrics,3.2,76.0,368.0
Fabrics,3.2,72.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,69.0,395.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,71.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,72.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,70.0,377.0
Fabrics,3.6,69.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,72.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,73.0,396.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,75.0,387.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,73.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,74.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,74.0,375.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,75.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,76.0,378.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,76.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,77.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,73.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,74.0,378.0
Fabrics,3.2,76.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,71.0,404.0
Fabrics,3.2,74.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,73.0,377.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,75.0,399.0
Fabrics,3.6,75.0,399.0
Fabrics,3.6,71.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,63.0,369.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,74.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,62.0,378.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,63.0,360.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,62.0,378.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,63.0,360.0
Fabrics,3.2,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,62.0,378.0
Fabrics,3.6,59.0,404.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,61.0,387.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,62.0,378.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,74.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,77.0,359.0
Fabrics,3.2,61.0,387.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,63.0,360.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,61.0,387.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,62.0,378.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,63.0,368.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,76.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,63.0,368.0
Fabrics,3.6,62.0,378.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,72.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.2,74.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,62.0,378.0
Fabrics,3.6,64.0,359.0
Fabrics,3.6,72.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,77.0,359.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
Fabrics,3.2,60.0,399.0
